date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:30:01	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%22662682ae-4057%22	https://wavio.peerduck.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wavio.peerduck.com/)
13:30:02	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Jul%202024%2008:00:02%20GMT	http://wavio.peerduck.com/wp-content/uploads/2020/11/edward-cisneros-_H6wpor9mjs-unsplash-1.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/edward-cisneros-_H6wpor9mjs-unsplash-1.10.delayed	(from https://wavio.peerduck.com/)
13:30:02	22083/22083	---MCZ	200	added ('OK')	text/css	etag:W/%22662682c9-5643%22	https://wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=6f970dc2	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.mincbb3.css	(from https://wavio.peerduck.com/)
13:30:03	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Jul%202024%2008:00:03%20GMT	http://wavio.peerduck.com/wp-content/uploads/2020/11/pexels-andrea-piacquadio-3778603-1.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/pexels-andrea-piacquadio-3778603-1.png	(from https://wavio.peerduck.com/)
13:30:04	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Jul%202024%2008:00:04%20GMT	http://wavio.peerduck.com/wp-content/uploads/2020/11/pexels-andrea-piacquadio-774909-1.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/pexels-andrea-piacquadio-774909-1.png	(from https://wavio.peerduck.com/)
13:30:05	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22665b3442-15601%22	https://wavio.peerduck.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://wavio.peerduck.com/)
13:30:06	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264de5a40-3509%22	https://wavio.peerduck.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wavio.peerduck.com/)
13:30:06	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%22658da43f-25a4%22	https://wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.4.0	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minb8c8.js	(from https://wavio.peerduck.com/)
13:30:06	3037/3037	---MCZ	200	added ('OK')	application/javascript	etag:W/%22658da43f-bdd%22	https://wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.4.0	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min2678.js	(from https://wavio.peerduck.com/)
13:30:06	1845/1845	---MCZ	200	added ('OK')	application/javascript	etag:W/%22658da43f-735%22	https://wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.4.0	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min48a0.js	(from https://wavio.peerduck.com/)
13:30:07	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%22658da43f-85b%22	https://wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.4.0	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min2678.js	(from https://wavio.peerduck.com/)
13:30:07	838/838	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260d0e06d-346%22	https://wavio.peerduck.com/wp-content/plugins/unlimited-elementor-inner-sections-by-taspristudio/public/js/euis-public.js?ver=1.0.0	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/unlimited-elementor-inner-sections-by-taspristudio/public/js/euis-public8a54.js	(from https://wavio.peerduck.com/)
13:30:07	632383/632383	---M--	200	added ('OK')	image/png	etag:%22616ee77f-9a63f%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/edward-cisneros-_H6wpor9mjs-unsplash-1.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/edward-cisneros-_H6wpor9mjs-unsplash-1.png	(from https://wavio.peerduck.com/)
13:30:07	80878/80878	---MCZ	200	added ('OK')	application/javascript	etag:W/%22665b33e8-13bee%22	https://wavio.peerduck.com/wp-content/themes/wavio/assets/js/bootstrap.bundle.min.js?ver=1.31	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/themes/wavio/assets/js/bootstrap.bundle.minc43a.js	(from https://wavio.peerduck.com/)
13:30:07	3212/3212	---MCZ	200	added ('OK')	application/javascript	etag:W/%22665b33e8-c8c%22	https://wavio.peerduck.com/wp-content/themes/wavio/assets/js/index.js?ver=1.31	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/themes/wavio/assets/js/indexc43a.js	(from https://wavio.peerduck.com/)
13:30:09	108/108	---MC-	401	error ('Unauthorized')	application/json	date:Sat,%2020%20Jul%202024%2008:00:09%20GMT	https://wavio.peerduck.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavio.peerduck.com%2F	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-json/oembed/1.0/embed7a83	(from https://wavio.peerduck.com/)
13:30:10	167/167	---MC-	401	error ('Unauthorized')	text/xml	date:Sat,%2020%20Jul%202024%2008:00:10%20GMT	https://wavio.peerduck.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwavio.peerduck.com%2F&format=xml	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-json/oembed/1.0/embed6e9e	(from https://wavio.peerduck.com/)
13:30:10	3709/3709	---M--	200	added ('OK')	image/png	etag:%22616eed19-e7d%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/cropped-Favicon-100x100.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/cropped-Favicon-100x100.png	(from https://wavio.peerduck.com/)
13:30:10	12538/12538	---M--	200	added ('OK')	image/png	etag:%22616eed19-30fa%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/cropped-Favicon-300x300.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/cropped-Favicon-300x300.png	(from https://wavio.peerduck.com/)
13:30:11	41403/41403	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662682c9-a1bb%22	https://wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.min.js?ver=6f970dc2	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.mincbb3.js	(from https://wavio.peerduck.com/)
13:30:11	114174/114174	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662682c9-1bdfe%22	https://wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min.js?ver=6f970dc2	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.mincbb3.js	(from https://wavio.peerduck.com/)
13:30:11	13424/13424	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662682c9-3470%22	https://wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.min.js?ver=6f970dc2	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.mincbb3.js	(from https://wavio.peerduck.com/)
13:30:11	1454/1454	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662682c9-5ae%22	https://wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.min.js?ver=6f970dc2	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.mincbb3.js	(from https://wavio.peerduck.com/)
13:30:12	5621/5621	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662682c9-15f5%22	https://wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Bullet/Assets/dist/w-bullet.min.js?ver=6f970dc2	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Bullet/Assets/dist/w-bullet.mincbb3.js	(from https://wavio.peerduck.com/)
13:30:12	4728/4728	---M--	200	added ('OK')	image/png	etag:%22616ee9b6-1278%22	https://wavio.peerduck.com/wp-content/uploads/2021/05/Wavio.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2021/05/Wavio.png	(from https://wavio.peerduck.com/)
13:30:13	249850/249850	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:12%20GMT	https://wavio.peerduck.com/home-bottles/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/home-bottles/index.html	(from https://wavio.peerduck.com/)
13:30:13	41270/41270	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Jul%202024%2008:00:13%20GMT	https://wavio.peerduck.com/404	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/404	(from https://wavio.peerduck.com/)
13:30:14	231940/231940	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:13%20GMT	https://wavio.peerduck.com/home-drinking-water/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/home-drinking-water/index.html	(from https://wavio.peerduck.com/)
13:30:14	270500/270500	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:13%20GMT	https://wavio.peerduck.com/home-bottle/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/home-bottle/index.html	(from https://wavio.peerduck.com/)
13:30:14	235582/235582	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:14%20GMT	https://wavio.peerduck.com/home-water-filters/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/home-water-filters/index.html	(from https://wavio.peerduck.com/)
13:30:14	2043/2043	---M--	200	added ('OK')	image/png	etag:%22616ee813-7fb%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/Group-33.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/Group-33.png	(from https://wavio.peerduck.com/)
13:30:15	136133/136133	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:14%20GMT	https://wavio.peerduck.com/about-us/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/about-us/index.html	(from https://wavio.peerduck.com/)
13:30:16	143123/143123	---M--	200	added ('OK')	image/png	etag:%22616ee81d-22f13%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/netclipart-1-516x1024.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/netclipart-1-516x1024.png	(from https://wavio.peerduck.com/)
13:30:16	115323/115323	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:15%20GMT	https://wavio.peerduck.com/items/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/items/index.html	(from https://wavio.peerduck.com/)
13:30:16	228034/228034	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:15%20GMT	https://wavio.peerduck.com/home-sierra/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/home-sierra/index.html	(from https://wavio.peerduck.com/)
13:30:16	116332/116332	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:14%20GMT	https://wavio.peerduck.com/typography/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/typography/index.html	(from https://wavio.peerduck.com/)
13:30:16	17848/17848	---M--	200	added ('OK')	image/png	etag:%22616ee824-45b8%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/Vector-2.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/Vector-2.png	(from https://wavio.peerduck.com/)
13:30:17	104995/104995	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:16%20GMT	https://wavio.peerduck.com/our-team/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/our-team/index.html	(from https://wavio.peerduck.com/)
13:30:17	84254/84254	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:17%20GMT	https://wavio.peerduck.com/products/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/products/index.html	(from https://wavio.peerduck.com/)
13:30:19	65522/65522	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:17%20GMT	https://wavio.peerduck.com/frequently-asked-questions/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/frequently-asked-questions/index.html	(from https://wavio.peerduck.com/)
13:30:19	318465/318465	---M--	200	added ('OK')	image/png	etag:%22616eebf0-4dc01%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/swirl-1-5.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/swirl-1-5.png	(from https://wavio.peerduck.com/)
13:30:19	104946/104946	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:17%20GMT	https://wavio.peerduck.com/testimonials/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/testimonials/index.html	(from https://wavio.peerduck.com/)
13:30:20	101152/101152	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:18%20GMT	https://wavio.peerduck.com/cart/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/cart/index.html	(from https://wavio.peerduck.com/)
13:30:20	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2020%20Jul%202024%2008:00:20%20GMT	https://wavio.peerduck.com/checkout/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/checkout/index.html	(from https://wavio.peerduck.com/)
13:30:21	135501/135501	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:20%20GMT	https://wavio.peerduck.com/blog-three-columns/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/blog-three-columns/index.html	(from https://wavio.peerduck.com/)
13:30:23	390662/390662	---M--	200	added ('OK')	image/png	etag:%22616ee840-5f606%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/karim-ghantous-dxS2okXd-zo-unsplash-1-940x1024.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/karim-ghantous-dxS2okXd-zo-unsplash-1-940x1024.png	(from https://wavio.peerduck.com/)
13:30:23	50917/50917	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:21%20GMT	https://wavio.peerduck.com/my-account/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/my-account/index.html	(from https://wavio.peerduck.com/)
13:30:23	147556/147556	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:21%20GMT	https://wavio.peerduck.com/blog-two-columns-with-sidebar/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/blog-two-columns-with-sidebar/index.html	(from https://wavio.peerduck.com/)
13:30:23	135335/135335	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:23%20GMT	https://wavio.peerduck.com/blog-two-columns/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/blog-two-columns/index.html	(from https://wavio.peerduck.com/)
13:30:24	147692/147692	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:23%20GMT	https://wavio.peerduck.com/blog-one-column-with-sidebar/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/blog-one-column-with-sidebar/index.html	(from https://wavio.peerduck.com/)
13:30:24	309216/309216	---M--	200	added ('OK')	image/png	etag:%22616f1914-4b7e0%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/kisspng-water-filter-water-cooler-bottled-treem-1-600x493.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/kisspng-water-filter-water-cooler-bottled-treem-1-600x493.png	(from https://wavio.peerduck.com/)
13:30:24	135089/135089	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:24%20GMT	https://wavio.peerduck.com/blog-one-column/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/blog-one-column/index.html	(from https://wavio.peerduck.com/)
13:30:24	300914/300914	---M--	200	added ('OK')	image/png	etag:%22616f191b-49772%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/1-2-water-bottle-free-png-image-water-pro-1-600x1039.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/1-2-water-bottle-free-png-image-water-pro-1-600x1039.png	(from https://wavio.peerduck.com/)
13:30:25	58819/58819	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:24%20GMT	https://wavio.peerduck.com/gallery-albums/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/gallery-albums/index.html	(from https://wavio.peerduck.com/)
13:30:25	202672/202672	---M--	200	added ('OK')	image/png	etag:%22616f191b-317b0%22	https://wavio.peerduck.com/wp-content/uploads/2020/11/pngwave-1-600x466.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/11/pngwave-1-600x466.png	(from https://wavio.peerduck.com/)
13:30:25	74786/74786	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:24%20GMT	https://wavio.peerduck.com/gallery-4-columns/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/gallery-4-columns/index.html	(from https://wavio.peerduck.com/)
13:30:25	74784/74784	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:25%20GMT	https://wavio.peerduck.com/gallery-3-columns/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/gallery-3-columns/index.html	(from https://wavio.peerduck.com/)
13:30:25	3205/3205	---M--	200	added ('OK')	image/png	etag:%22616ee92a-c85%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/Group-20.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/Group-20.png	(from https://wavio.peerduck.com/)
13:30:26	74403/74403	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:25%20GMT	https://wavio.peerduck.com/gallery-2-columns/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/gallery-2-columns/index.html	(from https://wavio.peerduck.com/)
13:30:26	94141/94141	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:25%20GMT	https://wavio.peerduck.com/contact-us/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/contact-us/index.html	(from https://wavio.peerduck.com/)
13:30:26	3656/3656	---M--	200	added ('OK')	image/png	etag:%22616ee932-e48%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/Group-240.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/Group-240.png	(from https://wavio.peerduck.com/)
13:30:26	76747/76747	---MCZ	200	added ('OK')	text/html	date:Sat,%2020%20Jul%202024%2008:00:26%20GMT	https://wavio.peerduck.com/product/three-bottles-of-mineral-water-5/	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/product/three-bottles-of-mineral-water-5/index.html	(from https://wavio.peerduck.com/)
13:30:26	166865/166865	---M--	200	added ('OK')	image/png	etag:%22616ee959-28bd1%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/Group-69-7-1024x1020.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/Group-69-7-1024x1020.png	(from https://wavio.peerduck.com/)
13:30:26	3997/3997	---M--	200	added ('OK')	image/png	etag:%22616ee934-f9d%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/Group-22.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/Group-22.png	(from https://wavio.peerduck.com/)
13:30:27	544/544	---M--	200	added ('OK')	image/png	etag:%22616ee9b2-220%22	https://wavio.peerduck.com/wp-content/uploads/2020/12/Wave.png	C:/Users/akp33/Desktop/razal_project/wavio.peerduck.com/wp-content/uploads/2020/12/Wave.png	(from https://wavio.peerduck.com/)
